paper_id,title,strata,keywords,pscore,treatment,AVG_rating,conf_year,transformed_keywords
B1EGg7ZCb,Autonomous Vehicle Fleet Coordination With Deep Reinforcement Learning,2,"[""Deep Reinforcement Learning"", ""mult-agent systems""]",0.3949984283167017,0,3.3333333333333335,2018, deep_reinforcement_learning mult_agent_systems
B1EPYJ-C-,Federated Learning: Strategies for Improving Communication Efficiency,3,[],0.44372884324296824,0,5.666666666666667,2018,
B1EVwkqTW,Make SVM great again with Siamese kernel for  few-shot learning,3,"[""SVM"", ""siamese network"", ""one-shot learning"", ""few-shot learning""]",0.5111605096032333,0,4.0,2018, svm siamese_network one_shot_learning few_shot_learning
B1ElR4cgg,Adversarially Learned Inference,3,"[""Computer vision"", ""Deep learning"", ""Unsupervised Learning"", ""Semi-Supervised Learning""]",0.47273176950897877,1,7.333333333333333,2017, computer_vision deep_learning unsupervised_learning semi_supervised_learning
B1G9tvcgx,Neural Machine Translation with Latent Semantic of Image and Text,3,[],0.5403936791976004,1,3.3333333333333335,2017,
B1GOWV5eg,Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,3,"[""Deep learning"", ""Reinforcement Learning""]",0.45677996794834,1,7.666666666666667,2017, deep_learning reinforcement_learning
B1Gi6LeRZ,Learning from Between-class Examples for Deep Sound Recognition,3,"[""sound recognition"", ""supervised learning"", ""feature learning""]",0.5041106342677192,0,7.0,2018, sound_recognition supervised_learning feature_learning
B1IDRdeCW,The High-Dimensional Geometry of Binary Neural Networks,3,"[""Binary Neural Networks"", ""Neural Network Visualization""]",0.48751006010405284,0,6.0,2018, binary_neural_networks neural_network_visualization
B1Igu2ogg,Efficient Vector Representation for Documents through Corruption,3,"[""Natural language processing"", ""Deep learning"", ""Semi-Supervised Learning""]",0.5153271310926887,1,6.666666666666667,2017, natural_language_processing deep_learning semi_supervised_learning
B1IzH7cxl,A Neural Stochastic Volatility Model,3,"[""Deep learning"", ""Supervised Learning""]",0.4095116757958031,1,5.333333333333333,2017, deep_learning supervised_learning
B1J_rgWRW,Understanding Deep Neural Networks with Rectified Linear Units,3,"[""expressive power"", ""benefits of depth"", ""empirical risk minimization"", ""global optimality"", ""computational hardness"", ""combinatorial optimization""]",0.49306498209508937,0,6.333333333333333,2018, expressive_power benefits_of_depth empirical_risk_minimization global_optimality computational_hardness combinatorial_optimization
B1KBHtcel,Here's My Point: Argumentation Mining with Pointer Networks,3,"[""Natural language processing""]",0.5950104439882179,1,4.666666666666667,2017, natural_language_processing
B1KFAGWAZ,Revisiting The Master-Slave Architecture In Multi-Agent Deep Reinforcement Learning,3,"[""Deep Reinforcement Learning"", ""Multi-Agent Reinforcement Learning"", ""StarCraft Micromanagement Tasks""]",0.46048929279471357,0,4.666666666666667,2018, deep_reinforcement_learning multi_agent_reinforcement_learning starcraft_micromanagement_tasks
B1KJJf-R-,Neural Program Search: Solving Data Processing Tasks from Description and Examples,3,"[""Deep learning"", ""Structured Prediction"", ""Natural Language Processing"", ""Neural Program Synthesis""]",0.5904012945178857,0,5.333333333333333,2018, deep_learning structured_prediction natural_language_processing neural_program_synthesis
B1Lc-Gb0Z,Deep Learning as a Mixed Convex-Combinatorial Optimization Problem,3,"[""hard-threshold units"", ""combinatorial optimization"", ""target propagation"", ""straight-through estimation"", ""quantization""]",0.46135190816917565,0,7.0,2018, hard_threshold_units combinatorial_optimization target_propagation straight_through_estimation quantization
B1M8JF9xx,On the Quantitative Analysis of Decoder-Based Generative Models,3,"[""Deep learning"", ""Unsupervised Learning""]",0.4928853370245852,1,6.666666666666667,2017, deep_learning unsupervised_learning
B1MRcPclx,Query-Reduction Networks for Question Answering,3,"[""Natural language processing"", ""Deep learning""]",0.49429357597480805,1,7.0,2017, natural_language_processing deep_learning
B1NGT8xCZ,Principled Hybrids of Generative and Discriminative Domain Adaptation,3,"[""domain adaptation"", ""neural networks"", ""generative models"", ""discriminative models""]",0.48903711696682856,0,5.333333333333333,2018, domain_adaptation neural_networks generative_models discriminative_models
B1NOXfWR-,Neural Task Graph Execution,3,"[""deep reinforcement learning"", ""task execution"", ""instruction execution""]",0.4410679593791402,0,5.333333333333333,2018, deep_reinforcement_learning task_execution instruction_execution
B1PA8fqeg,Multiagent System for Layer Free Network,3,[],0.4669163003013897,1,2.0,2017,
B1QRgziT-,Spectral Normalization for Generative Adversarial Networks,3,"[""Generative Adversarial Networks"", ""Deep Generative Models"", ""Unsupervised Learning""]",0.4177014627372563,0,7.333333333333333,2018, generative_adversarial_networks deep_generative_models unsupervised_learning
B1QgVti6Z,Empirical Risk Landscape Analysis for Understanding Deep Neural Networks,3,"[""Deep Learning Analysis"", ""Deep Learning Theory"", ""Empirical Risk"", ""Landscape Analysis"", ""Nonconvex Optimization""]",0.4275746608920538,0,5.666666666666667,2018, deep_learning_analysis deep_learning_theory empirical_risk landscape_analysis nonconvex_optimization
B1TTpYKgx,On the Expressive Power of Deep Neural Networks,3,"[""Theory"", ""Deep learning""]",0.5115833317134647,1,4.666666666666667,2017, theory deep_learning
B1X0mzZCW,Fidelity-Weighted Learning,3,"[""fidelity-weighted learning"", ""semisupervised learning"", ""weakly-labeled data"", ""teacher-student""]",0.5060707808247146,0,6.0,2018, fidelity_weighted_learning semisupervised_learning weakly_labeled_data teacher_student
B1X4DWWRb,Learning Weighted Representations for Generalization Across Designs,3,"[""Distributional shift"", ""causal effects"", ""domain adaptation""]",0.40646188955346185,0,6.666666666666667,2018, distributional_shift causal_effects domain_adaptation
B1YfAfcgl,Entropy-SGD: Biasing Gradient Descent Into Wide Valleys,3,"[""Deep learning"", ""Optimization""]",0.4760621448831934,1,8.0,2017, deep_learning optimization
B1Yy1BxCZ,"Don't Decay the Learning Rate, Increase the Batch Size",3,"[""batch size"", ""learning rate"", ""simulated annealing"", ""large batch training"", ""scaling rules"", ""stochastic gradient descent"", ""sgd"", ""imagenet"", ""optimization""]",0.5316445085808317,0,6.333333333333333,2018, batch_size learning_rate simulated_annealing large_batch_training scaling_rules stochastic_gradient_descent sgd imagenet optimization
B1Z3W-b0W,Learning to Infer,3,"[""Bayesian Deep Learning"", ""Amortized Inference"", ""Variational Auto-Encoders"", ""Learning to Learn""]",0.4763317565484868,0,5.333333333333333,2018, bayesian_deep_learning amortized_inference variational_auto_encoders learning_to_learn
B1ZXuTolx,Revisiting Denoising Auto-Encoders,3,[],0.5452209968595042,1,4.333333333333333,2017,
B1ZZTfZAW,Real-valued (Medical) Time Series Generation with Recurrent Conditional GANs,3,"[""GAN"", ""medical"", ""records"", ""time"", ""series"", ""generation"", ""privacy""]",0.4355945962000435,0,5.0,2018, gan medical records time series generation privacy
B1ZvaaeAZ,WRPN: Wide Reduced-Precision Networks,3,"[""Low precision"", ""binary"", ""ternary"", ""4-bits networks""]",0.5146370915663117,0,6.333333333333333,2018, low_precision binary ternary 4_bits_networks
B1ae1lZRb,Apprentice: Using Knowledge Distillation Techniques To Improve Low-Precision Network Accuracy,3,"[""Ternary"", ""4-bits"", ""low precision"", ""knowledge distillation"", ""knowledge transfer"", ""model compression""]",0.5562002750460221,0,7.333333333333333,2018, ternary 4_bits low_precision knowledge_distillation knowledge_transfer model_compression
B1akgy9xx,Making Stochastic Neural Networks from Deterministic Ones,3,"[""Deep learning"", ""Multi-modal learning"", ""Structured prediction""]",0.4989362052326544,1,5.5,2017, deep_learning multi_modal_learning structured_prediction
B1al7jg0b,Overcoming Catastrophic Interference using Conceptor-Aided Backpropagation,3,"[""Catastrophic Interference"", ""Conceptor"", ""Backpropagation"", ""Continual Learning"", ""Lifelong Learning""]",0.5174548309419821,0,7.0,2018, catastrophic_interference conceptor backpropagation continual_learning lifelong_learning
B1bgpzZAZ,ElimiNet: A Model for Eliminating Options for Reading Comprehension with Multiple Choice Questions,3,"[""Reading Comprehension"", ""Answering Multiple Choice Questions""]",0.5554976531707416,0,4.666666666666667,2018, reading_comprehension answering_multiple_choice_questions
B1ckMDqlg, Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer,3,"[""Deep learning""]",0.5348125726629214,1,6.666666666666667,2017, deep_learning
B1e5ef-C-,"A Compressed Sensing View of Unsupervised Text Embeddings, Bag-of-n-Grams, and LSTMs",3,"[""theory"", ""LSTM"", ""unsupervised learning"", ""word embeddings"", ""compressed sensing"", ""sparse recovery"", ""document representation"", ""text classification""]",0.5240281713229475,0,6.666666666666667,2018, theory lstm unsupervised_learning word_embeddings compressed_sensing sparse_recovery document_representation text_classification
B1ewdt9xe,Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,3,[],0.5001932885555102,1,7.333333333333333,2017,
B1gJ1L2aW,Characterizing Adversarial Subspaces Using Local Intrinsic Dimensionality,3,"[""Adversarial Subspace"", ""Local Intrinsic Dimensionality"", ""Deep Neural Networks""]",0.44546750553978165,0,7.0,2018, adversarial_subspace local_intrinsic_dimensionality deep_neural_networks
B1gtu5ilg,Transfer of View-manifold Learning to Similarity Perception of Novel Objects,3,"[""Deep learning"", ""Transfer Learning""]",0.52755368925508,1,6.0,2017, deep_learning transfer_learning
B1hYRMbCW,On the regularization of Wasserstein GANs,3,[],0.40834925053626137,0,5.0,2018,
B1hcZZ-AW,N2N learning: Network to Network Compression via Policy Gradient Reinforcement Learning,3,"[""Deep learning"", ""Neural networks"", ""Model compression""]",0.47623631205239153,0,6.0,2018, deep_learning neural_networks model_compression
B1hdzd5lg,Words or Characters? Fine-grained Gating for Reading Comprehension,3,"[""Natural language processing"", ""Deep learning""]",0.570881829964792,1,6.666666666666667,2017, natural_language_processing deep_learning
B1i7ezW0-,Semi-Supervised Learning via New Deep Network Inversion,3,"[""inversion scheme"", ""deep neural networks"", ""semi-supervised learning"", ""MNIST"", ""SVHN"", ""CIFAR10""]",0.48390967918889505,0,5.333333333333333,2018, inversion_scheme deep_neural_networks semi_supervised_learning mnist svhn cifar10
B1jnyXXJx,Charged Point Normalization: An Efficient Solution to the Saddle Point Problem,3,"[""Deep learning"", ""Computer vision"", ""Optimization""]",0.47753580289956454,1,4.333333333333333,2017, deep_learning computer_vision optimization
B1jscMbAW,Divide and Conquer Networks,3,"[""Neural Networks"", ""Combinatorial Optimization"", ""Algorithms""]",0.50168095932575,0,6.666666666666667,2018, neural_networks combinatorial_optimization algorithms
B1kIr-WRb,LEARNING SEMANTIC WORD RESPRESENTATIONS VIA TENSOR FACTORIZATION,3,"[""Word Embeddings"", ""Tensor Factorization"", ""Natural Language Processing""]",0.5365961284766237,0,5.0,2018, word_embeddings tensor_factorization natural_language_processing
B1kJ6H9ex,Combining policy gradient and Q-learning,3,"[""Deep learning"", ""Reinforcement Learning""]",0.4480328760189463,1,7.666666666666667,2017, deep_learning reinforcement_learning
B1l8BtlCb,Non-Autoregressive Neural Machine Translation,3,"[""machine translation"", ""non-autoregressive"", ""transformer"", ""fertility"", ""nmt""]",0.44347894000389193,0,6.666666666666667,2018, machine_translation non_autoregressive transformer fertility nmt
B1lMMx1CW,THE EFFECTIVENESS OF A TWO-LAYER NEURAL NETWORK FOR RECOMMENDATIONS,3,"[""Recommender systems"", ""deep learning"", ""personalization""]",0.5574322658994959,0,6.333333333333333,2018, recommender_systems deep_learning personalization
B1mAJI9gl,Towards Understanding the Invertibility of Convolutional Neural Networks,3,"[""Deep learning"", ""Theory""]",0.4476369485269895,1,5.333333333333333,2017, deep_learning theory
B1mAkPxCZ,VOCABULARY-INFORMED VISUAL FEATURE AUGMENTATION FOR ONE-SHOT LEARNING,3,"[""vocabulary-informed learning"", ""data augmentation""]",0.46774618188244904,0,5.0,2018, vocabulary_informed_learning data_augmentation
B1mSWUxR-,Softmax Q-Distribution Estimation for Structured Prediction: A Theoretical Interpretation for RAML,3,"[""structured prediction"", ""RAML"", ""theory"", ""Bayes decision rule"", ""reward function""]",0.5168811757041951,0,5.333333333333333,2018, structured_prediction raml theory bayes_decision_rule reward_function
B1mvVm-C-,Universal Agent for Disentangling Environments and Tasks,3,"[""reinforcement learning"", ""transfer learning""]",0.48541035735333943,0,6.333333333333333,2018, reinforcement_learning transfer_learning
B1n8LexRZ,Generalizing Hamiltonian Monte Carlo with Neural Networks,3,"[""markov"", ""chain"", ""monte"", ""carlo"", ""sampling"", ""posterior"", ""deep"", ""learning"", ""hamiltonian"", ""mcmc""]",0.5049180647165477,0,7.0,2018, markov chain monte carlo sampling posterior deep learning hamiltonian mcmc
B1nLkl-0Z,Learning Gaussian Policies from Smoothed Action Value Functions,3,"[""Reinforcement learning""]",0.4641362881205623,0,5.666666666666667,2018, reinforcement_learning
B1nZ1weCZ,Learning to Multi-Task by Active Sampling,3,"[""Deep Reinforcement Learning""]",0.4467606496524081,0,6.333333333333333,2018, deep_reinforcement_learning
B1nxTzbRZ,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger,3,"[""forward modeling"", ""partially observable"", ""deep learning"", ""strategy game"", ""real-time strategy""]",0.5074812045580616,0,4.666666666666667,2018, forward_modeling partially_observable deep_learning strategy_game real_time_strategy
B1oK8aoxe,Stochastic Neural Networks for Hierarchical Reinforcement Learning,3,"[""Deep learning"", ""Unsupervised Learning"", ""Reinforcement Learning""]",0.45943927811615193,1,7.333333333333333,2017, deep_learning unsupervised_learning reinforcement_learning
B1p461b0W,Deep Learning is Robust to Massive Label Noise,3,"[""label noise"", ""weakly supervised learning"", ""robustness of neural networks"", ""deep learning"", ""large datasets""]",0.4831739544601671,0,4.666666666666667,2018, label_noise weakly_supervised_learning robustness_of_neural_networks deep_learning large_datasets
B1s6xvqlx,Recurrent Environment Simulators,3,"[""Deep learning"", ""Unsupervised Learning"", ""Applications""]",0.546122330356027,1,6.666666666666667,2017, deep_learning unsupervised_learning applications
B1spAqUp-,Pixel Deconvolutional Networks,3,"[""Deep Learning"", ""Deconvolutional Layer"", ""Pixel CNN""]",0.5758498021093833,0,5.333333333333333,2018, deep_learning deconvolutional_layer pixel_cnn
B1suU-bAW,Learning Covariate-Specific Embeddings with Tensor Decompositions,3,"[""Word embedding"", ""tensor decomposition""]",0.4856429735251352,0,5.0,2018, word_embedding tensor_decomposition
B1tC-LT6W,Trace norm regularization and faster inference for embedded speech recognition RNNs,3,"[""LVCSR"", ""speech recognition"", ""embedded"", ""low rank factorization"", ""RNN"", ""GRU"", ""trace norm""]",0.5575092332917404,0,4.666666666666667,2018, lvcsr speech_recognition embedded low_rank_factorization rnn gru trace_norm
B1tExikAW,LatentPoison -- Adversarial Attacks On The Latent Space,3,"[""adversarial attacks"", ""security"", ""auto-encoder""]",0.4727347010695207,0,4.0,2018, adversarial_attacks security auto_encoder
B1twdMCab,Dynamic Integration of Background Knowledge in Neural NLU Systems,3,"[""natural language processing"", ""background knowledge"", ""word embeddings"", ""question answering"", ""natural language inference""]",0.5841800383865924,0,5.333333333333333,2018, natural_language_processing background_knowledge word_embeddings question_answering natural_language_inference
B1uvH_gC-,Parametric Manifold Learning Via Sparse Multidimensional Scaling,3,"[""Manifold Learning"", ""Non-linear Dimensionality Reduction"", ""Neural Networks"", ""Unsupervised Learning""]",0.5053806893785233,0,4.0,2018, manifold_learning non_linear_dimensionality_reduction neural_networks unsupervised_learning
B1vRTeqxg,Learning Continuous Semantic Representations of Symbolic Expressions,4,"[""Deep learning""]",0.615847412038213,1,6.0,2017, deep_learning
B1ydPgTpW,Predicting Auction Price of Vehicle License Plate with Deep Recurrent Neural Network,3,"[""price predictions"", ""expert system"", ""recurrent neural networks"", ""deep learning"", ""natural language processing""]",0.4885145066226151,0,4.666666666666667,2018, price_predictions expert_system recurrent_neural_networks deep_learning natural_language_processing
B1zlp1bRW,Large Scale Optimal Transport and Mapping Estimation,2,"[""optimal transport"", ""Wasserstein"", ""domain adaptation"", ""generative models"", ""Monge map"", ""optimal mapping""]",0.38671561210207195,0,6.75,2018, optimal_transport wasserstein domain_adaptation generative_models monge_map optimal_mapping
BJ--gPcxl,Semi-Supervised Learning with Context-Conditional Generative Adversarial Networks,3,"[""Deep learning"", ""Semi-Supervised Learning"", ""Computer vision""]",0.4823870651575079,1,5.666666666666667,2017, deep_learning semi_supervised_learning computer_vision
BJ0Ee8cxx,Hierarchical Memory Networks,3,"[""Deep learning"", ""Natural language processing""]",0.5478972734151673,1,4.666666666666667,2017, deep_learning natural_language_processing
BJ0hF1Z0b,Learning Differentially Private Recurrent Language Models,3,"[""differential privacy"", ""LSTMs"", ""language models"", ""privacy""]",0.4767218877330485,0,7.333333333333333,2018, differential_privacy lstms language_models privacy
BJ3filKll,Efficient Representation of Low-Dimensional Manifolds using Deep Networks,3,"[""Theory"", ""Deep learning""]",0.5237559520010634,1,6.0,2017, theory deep_learning
BJ46w6Ule,Dynamic Partition Models,3,[],0.5399381094792491,1,4.0,2017,
BJ4prNx0W,Learning what to learn in a neural program,3,[],0.5706133970542062,0,4.666666666666667,2018,
BJ5UeU9xx,Visualizing Deep Neural Network Decisions: Prediction Difference Analysis,3,"[""Deep learning"", ""Applications""]",0.5287523558873084,1,7.0,2017, deep_learning applications
BJ6anzb0Z,Multimodal Sentiment Analysis To Explore the Structure of Emotions,4,[],0.6136980570725082,0,5.0,2018,
BJ6oOfqge,Temporal Ensembling for Semi-Supervised Learning,3,[],0.46781038612798476,1,8.0,2017,
BJ78bJZCZ,Efficiently applying attention to sequential data with the Recurrent Discounted Attention unit,3,"[""RNNs""]",0.575042851915103,0,4.333333333333333,2018, rnns
BJ7d0fW0b,Faster Reinforcement Learning with Expert State Sequences,3,"[""Reinforcement Learning"", ""Imitation Learning""]",0.4517054702567807,0,5.666666666666667,2018, reinforcement_learning imitation_learning
BJ8c3f-0b,Auto-Encoding Sequential Monte Carlo,3,"[""Variational Autoencoders"", ""Inference amortization"", ""Model learning"", ""Sequential Monte Carlo"", ""ELBOs""]",0.48630965794284303,0,5.666666666666667,2018, variational_autoencoders inference_amortization model_learning sequential_monte_carlo elbos
BJ8fyHceg,Tuning Recurrent Neural Networks with Reinforcement Learning,3,"[""Deep learning"", ""Reinforcement Learning"", ""Structured prediction"", ""Supervised Learning"", ""Applications""]",0.5038219030774792,1,5.333333333333333,2017, deep_learning reinforcement_learning structured_prediction supervised_learning applications
BJ8vJebC-,Synthetic and Natural Noise Both Break Neural Machine Translation,3,"[""neural machine translation"", ""characters"", ""noise"", ""adversarial examples"", ""robust training""]",0.5512793599956477,0,7.333333333333333,2018, neural_machine_translation characters noise adversarial_examples robust_training
BJ9fZNqle,Multi-modal Variational Encoder-Decoders,3,"[""Deep learning"", ""Structured prediction"", ""Natural language processing""]",0.5466679031710219,1,3.6666666666666665,2017, deep_learning structured_prediction natural_language_processing
BJAA4wKxg,A Convolutional Encoder Model for Neural Machine Translation,3,[],0.5722365234419833,1,6.333333333333333,2017,
BJAFbaolg,Learning to Generate Samples from Noise through Infusion Training,3,"[""Deep learning"", ""Unsupervised Learning""]",0.4420268865526358,1,7.0,2017, deep_learning unsupervised_learning
BJB7fkWR-,Domain Adaptation for Deep Reinforcement Learning in Visually Distinct Games,3,"[""Deep Reinforcement Learning"", ""Domain Adaptation"", ""Adversarial Networks""]",0.5165459824531422,0,3.0,2018, deep_reinforcement_learning domain_adaptation adversarial_networks
BJC8LF9ex,Recurrent Neural Networks for Multivariate Time Series with Missing Values,3,"[""Deep learning""]",0.5359765927105329,1,5.666666666666667,2017, deep_learning
BJC_jUqxe,A STRUCTURED SELF-ATTENTIVE SENTENCE EMBEDDING,3,"[""Natural language processing"", ""Deep learning"", ""Supervised Learning""]",0.5521391597602778,1,6.333333333333333,2017, natural_language_processing deep_learning supervised_learning
BJDEbngCZ,Global Convergence of Policy Gradient Methods for Linearized  Control Problems,3,"[""linear quadratic regulator"", ""policy gradient"", ""natural gradient"", ""reinforcement learning"", ""non-convex optimization""]",0.4617310198169931,0,5.333333333333333,2018, linear_quadratic_regulator policy_gradient natural_gradient reinforcement_learning non_convex_optimization
BJDH5M-AW,Synthesizing Robust Adversarial Examples,3,"[""adversarial examples""]",0.488369422927545,0,6.333333333333333,2018, adversarial_examples
BJE-4xW0W,CausalGAN: Learning Causal Implicit Generative Models with Adversarial Training,3,"[""causality"", ""structural causal models"", ""GANs"", ""conditional GANs"", ""BEGAN"", ""adversarial training""]",0.40509058783595114,0,7.333333333333333,2018, causality structural_causal_models gans conditional_gans began adversarial_training
BJFG8Yqxl,Group Sparse CNNs for Question Sentence Classification with Answer Sets,3,[],0.5310267349610506,1,5.0,2017,
BJGWO9k0Z,Critical Percolation as a Framework to Analyze the Training of Deep Networks,3,"[""Deep Convolutional Networks"", ""Loss function landscape"", ""Graph Structured Data"", ""Training Complexity"", ""Theory of deep learning"", ""Percolation theory"", ""Anderson Localization""]",0.4705488492636542,0,6.666666666666667,2018, deep_convolutional_networks loss_function_landscape graph_structured_data training_complexity theory_of_deep_learning percolation_theory anderson_localization
BJIgi_eCZ,FusionNet: Fusing via Fully-aware Attention with Application to Machine Comprehension,3,"[""Attention Mechanism"", ""Machine Comprehension"", ""Natural Language Processing"", ""Deep Learning""]",0.5409534777634706,0,7.333333333333333,2018, attention_mechanism machine_comprehension natural_language_processing deep_learning
BJInEZsTb,Learning Representations and Generative Models for 3D Point Clouds,3,"[""representation learning"", ""auto-encoders"", ""3D point clouds"", ""generative models"", ""GANs"", ""Gaussian Mixture Models""]",0.5404746490575686,0,6.333333333333333,2018, representation_learning auto_encoders 3d_point_clouds generative_models gans gaussian_mixture_models
BJInMmWC-,Generative Entity Networks: Disentangling Entitites and Attributes in Visual Scenes using Partial Natural Language Descriptions,3,"[""VAE"", ""Generative Model"", ""Vision"", ""Natural Language""]",0.4960463313733846,0,4.666666666666667,2018, vae generative_model vision natural_language
BJJ9bz-0-,Reinforcement Learning from Imperfect Demonstrations,3,"[""learning from demonstration"", ""reinforcement learning"", ""maximum entropy learning""]",0.427889646036204,0,5.333333333333333,2018, learning_from_demonstration reinforcement_learning maximum_entropy_learning
BJJLHbb0-,Deep Autoencoding Gaussian Mixture Model for Unsupervised Anomaly Detection,3,"[""Density estimation"", ""unsupervised anomaly detection"", ""high-dimensional data"", ""Deep autoencoder"", ""Gaussian mixture modeling"", ""latent low-dimensional space""]",0.44553041789446185,0,8.0,2018, density_estimation unsupervised_anomaly_detection high_dimensional_data deep_autoencoder gaussian_mixture_modeling latent_low_dimensional_space
BJK3Xasel,Nonparametric Neural Networks,3,"[""Deep learning"", ""Supervised Learning""]",0.5031176120234043,1,6.333333333333333,2017, deep_learning supervised_learning
BJKYvt5lg,PixelVAE: A Latent Variable Model for Natural Images,3,"[""Deep learning"", ""Unsupervised Learning""]",0.5297137146548341,1,6.666666666666667,2017, deep_learning unsupervised_learning
BJLmN8xRW,Character Level Based Detection of DGA Domain Names,3,"[""deep neural networks"", ""short text classification"", ""cybersecurity"", ""domain generation algorithms"", ""malicious domain names""]",0.5443670651701286,0,5.333333333333333,2018, deep_neural_networks short_text_classification cybersecurity domain_generation_algorithms malicious_domain_names
BJMuY-gRW,Jointly Learning Sentence Embeddings and Syntax with Unsupervised Tree-LSTMs,3,"[""hierarchical"", ""tree-lstm"", ""treelstm"", ""syntax"", ""composition""]",0.5538463788771039,0,5.0,2018, hierarchical tree_lstm treelstm syntax composition
BJNRFNlRW,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN,2,"[""GAN"", ""Primal-Dual Subgradient"", ""Mode Collapse"", ""Saddle Point""]",0.3721226746686866,0,6.666666666666667,2018, gan primal_dual_subgradient mode_collapse saddle_point
BJO-BuT1g,A Learned Representation For Artistic Style,3,"[""Computer vision"", ""Deep learning""]",0.5479860401664198,1,7.666666666666667,2017, computer_vision deep_learning
