unique_id,title_2017,title_2018
81d9ba63-433e-4b7e-b110-70d67d0d8a50,Annealing Gaussian into ReLU: a New Sampling Strategy for Leaky-ReLU RBM,A Self-Training Method for Semi-Supervised GANs
3007960e-3a55-4d47-b7d9-6a79ffbadc74,Annealing Gaussian into ReLU: a New Sampling Strategy for Leaky-ReLU RBM,Faster Discovery of Neural Architectures by Searching for Paths in a Large Model
5fc25d18-aee2-454e-a658-bbd9ac5f15f9,BIOACOUSTIC SEGMENTATION BY HIERARCHICAL DIRICHLET PROCESS HIDDEN MARKOV MODEL,Simple and efficient architecture search for Convolutional Neural Networks
ac425b5c-3943-4372-93f3-ca9b2b8c387e,BIOACOUSTIC SEGMENTATION BY HIERARCHICAL DIRICHLET PROCESS HIDDEN MARKOV MODEL,Multiscale Hidden Markov Models For Covariance Prediction
a1319504-6d0c-423f-886b-f0b23763544a,BIOACOUSTIC SEGMENTATION BY HIERARCHICAL DIRICHLET PROCESS HIDDEN MARKOV MODEL,Hierarchical Subtask Discovery with Non-Negative Matrix Factorization
0ee1f74e-1b60-4dab-afab-b61c7ac21177,Beyond Fine Tuning: A Modular Approach to Learning on Small Data,Multi-View Data Generation Without View Supervision
ee1e5652-2f96-4c8f-a3e4-75bafd684841,Beyond Fine Tuning: A Modular Approach to Learning on Small Data,Super-Convergence: Very Fast Training of Residual Networks Using Large Learning Rates
33648274-a908-4717-b8f2-3a4b718d7ef0,Beyond Fine Tuning: A Modular Approach to Learning on Small Data,Mastering the Dungeon: Grounded Language Learning by Mechanical Turker Descent
22f8c369-12c8-4c0e-abc7-e513ace88523,Calibrating Energy-based Generative Adversarial Networks,Deep Lipschitz networks and Dudley GANs
ddd15f15-7809-42ce-a7e5-073694b75f44,Calibrating Energy-based Generative Adversarial Networks,End-to-End Abnormality Detection in Medical Imaging
1799fcbd-646a-4cf5-bd9f-56fb6805e903,Calibrating Energy-based Generative Adversarial Networks,Unsupervised Deep Structure Learning by Recursive Dependency Analysis
f4318390-db64-4fa2-810b-7a1c48c50df3,Communicating Hierarchical Neural Controllers for Learning Zero-shot Task Generalization,Acquiring Target Stacking Skills by Goal-Parameterized Deep Reinforcement Learning
c1c6cc5c-e7d5-4512-9c25-e088818014b4,Communicating Hierarchical Neural Controllers for Learning Zero-shot Task Generalization,Deep Generative Dual Memory Network for Continual Learning
4f78789c-a586-4913-949c-f56f4b7d0313,Communicating Hierarchical Neural Controllers for Learning Zero-shot Task Generalization,Flipout: Efficient Pseudo-Independent Weight Perturbations on Mini-Batches
a859ac48-9664-427a-a659-6a48d52b1451,Convolutional Neural Networks Generalization Utilizing the Data Graph Structure,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis
f9f6bef1-3e0e-49a8-a307-6f109d9bed72,Convolutional Neural Networks Generalization Utilizing the Data Graph Structure,Discriminative k-shot learning using probabilistic models
f4ca3e8f-c0aa-4eba-8400-9d372be44e62,Convolutional Neural Networks Generalization Utilizing the Data Graph Structure,Covariant Compositional Networks For Learning Graphs
7e142094-6d87-45f9-85f7-0022b68237ce,Data Noising as Smoothing in Neural Network Language Models,Breaking the Softmax Bottleneck: A High-Rank RNN Language Model
4524b026-4554-4728-9ac1-d49308a44ac8,Data Noising as Smoothing in Neural Network Language Models,When is a Convolutional Filter Easy to Learn?
6c08417e-2b92-47ba-b58b-401455767a4e,Data Noising as Smoothing in Neural Network Language Models,Graph Partition Neural Networks for Semi-Supervised Classification
a3114756-998f-4104-a38b-2edd28e8f716,Dataset Augmentation in Feature Space,Learning Representations and Generative Models for 3D Point Clouds
dafda282-8d50-4a39-98bb-ed873773a31c,Dataset Augmentation in Feature Space,Transfer Learning on Manifolds via Learned Transport Operators
00923ad9-2b8b-47aa-8b03-101fbf752b0f,Dataset Augmentation in Feature Space,Building Generalizable Agents with a Realistic and Rich 3D Environment
007d52d8-f980-42a5-8843-5cf8174e83e5,Decomposing Motion and Content for Natural Video Sequence Prediction,Convolutional Sequence Modeling Revisited
c15c9d94-ae97-466f-a333-ad032129b9cd,Decomposing Motion and Content for Natural Video Sequence Prediction,Acquiring Target Stacking Skills by Goal-Parameterized Deep Reinforcement Learning
e8d882c0-24da-4aa5-97f5-cc9d7542c14a,Decomposing Motion and Content for Natural Video Sequence Prediction,Unseen Class Discovery in Open-world Classification
e54c3caa-b9c4-491d-9aef-66a0fbfc52cc,Deep Generalized Canonical Correlation Analysis,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation
95750e17-e869-4601-b318-945db3a875a9,Deep Generalized Canonical Correlation Analysis,Compact Encoding of Words for Efficient Character-level Convolutional Neural Networks Text Classification
6763c6c0-d977-4f8a-b58e-31e3ee2a3f71,Deep Generalized Canonical Correlation Analysis,Byte-Level Recursive Convolutional Auto-Encoder for Text
075fdb48-21a3-4071-ae4f-9cd12745dbc9,Deep Variational Information Bottleneck,Rethinking the Smaller-Norm-Less-Informative Assumption in Channel Pruning of Convolution Layers
9d3d362b-25bf-4992-97c1-6753d4013f56,Deep Variational Information Bottleneck,Improving Search Through A3C Reinforcement Learning Based Conversational Agent
feccbda0-7fdf-4d9a-925c-a50c0cf892ce,Deep Variational Information Bottleneck,Wasserstein Auto-Encoders
d4d5e57c-7515-41c2-b8b0-4da02b9d28e4,Distributed Transfer Learning for Deep Convolutional Neural Networks by Basic Probability Assignment,GradNorm: Gradient Normalization for Adaptive Loss Balancing in Deep Multitask Networks
a78e24d9-c783-45c8-8cfb-e9c511179e01,Distributed Transfer Learning for Deep Convolutional Neural Networks by Basic Probability Assignment,POLICY DRIVEN GENERATIVE ADVERSARIAL NETWORKS FOR ACCENTED SPEECH GENERATION
11d3781c-352e-439d-8291-219111e91806,Distributed Transfer Learning for Deep Convolutional Neural Networks by Basic Probability Assignment,Trust-PCL: An Off-Policy Trust Region Method for Continuous Control
a26f2884-5e19-44f4-8cd2-fc83b513ef5e,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?,Training wide residual networks for deployment using a single bit for each weight
b105b6b8-7056-4c78-9bfb-5e5ce7d9f2a7,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?,Learning Parsimonious Deep Feed-forward Networks
523953e2-e799-46b8-a0da-75654c4184c0,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?,Incremental Learning through Deep Adaptation
b058b15b-3ffb-4ab9-a83c-107de0f0f304,Dropout with Expectation-linear Regularization,The Reactor: A fast and sample-efficient Actor-Critic agent for  Reinforcement Learning
ddffbc4f-be38-426e-8cda-ebc83144db3b,Dropout with Expectation-linear Regularization,ShakeDrop regularization
3819abfb-90af-4175-8831-a580a1bfd5eb,Dropout with Expectation-linear Regularization,GradNorm: Gradient Normalization for Adaptive Loss Balancing in Deep Multitask Networks
6f51c2e8-5fe9-46d6-a1a0-b0a9bba690f0,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,Towards Neural Phrase-based Machine Translation
043fa034-3d16-442e-a6b2-65f9bf6644a5,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,Learning to Mix n-Step Returns: Generalizing Lambda-Returns for Deep Reinforcement Learning
81faecbe-e0c7-4e37-a2e3-c8f263d9d3b1,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,Decision-Based Adversarial Attacks: Reliable Attacks Against Black-Box Machine Learning Models
61620e0a-957e-44f5-8449-66113f760bb8,Efficient Communications in Training Large Scale Neural Networks,Large Batch Training of Convolutional Networks with Layer-wise Adaptive Rate Scaling
d166679f-dd5e-4ff7-9f8c-4b844ee50458,Efficient Communications in Training Large Scale Neural Networks,SMASH: One-Shot Model Architecture Search through HyperNetworks
e145e928-ad9b-4c13-9593-25e43ae395dd,Efficient Communications in Training Large Scale Neural Networks,LEARNING TO SHARE: SIMULTANEOUS PARAMETER TYING AND SPARSIFICATION IN DEEP LEARNING
9894580e-a887-4d91-af28-54e7f4d74cda,End-to-end Optimized Image Compression,Deep Learning with Logged Bandit Feedback
58b9c106-de90-41de-9b16-728f2e98e0ac,End-to-end Optimized Image Compression,Neural Networks for irregularly observed continuous-time Stochastic Processes
59d18750-fd85-4626-b361-8aa99954e796,End-to-end Optimized Image Compression,Learning Sparse Neural Networks through L_0 Regularization
c2f80194-5548-44d9-98b6-0a8cf2b03bd4,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,Can Deep Reinforcement Learning solve Erdos-Selfridge-Spencer Games?
c64250b7-8b59-4b8d-9a79-52f3b7703c5a,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,Towards Building Affect sensitive Word Distributions
274c7816-de98-49ad-bac8-8451c110c616,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,Sparse-Complementary Convolution for Efficient Model Utilization on CNNs
c20837f2-bd2f-4cbe-8f07-35067f8ddb56,Evaluation of Defensive Methods for DNNs against Multiple Adversarial Evasion Models,Twin Networks: Matching the Future for Sequence Generation
bfcd8ff9-2cc4-4fda-aac2-4c2d0d25c5ab,Evaluation of Defensive Methods for DNNs against Multiple Adversarial Evasion Models,DropMax: Adaptive Stochastic Softmax
749e52bc-197a-4f08-ba03-a1f446597c87,Evaluation of Defensive Methods for DNNs against Multiple Adversarial Evasion Models,Towards Deep Learning Models Resistant to Adversarial Attacks
f58f3323-008b-481d-b1b3-f9223549a5d4,Exploring LOTS in Deep Neural Networks,On the Use of Word Embeddings Alone to Represent Natural Language Sequences
e6c91cad-be81-470f-b7df-93eb25881abc,Exploring LOTS in Deep Neural Networks,Generating Adversarial Examples with Adversarial Networks
fc2b8231-2b33-41f3-8641-9eaf30828072,Exploring LOTS in Deep Neural Networks,Continuous Convolutional Neural Networks for Image Classification
018b04a8-326c-40aa-b1df-dce589a83b26,Exploring the Application of Deep Learning for Supervised Learning Problems,Training RNNs as Fast as CNNs
c3741972-acc7-4625-9962-48889147bb5a,Exploring the Application of Deep Learning for Supervised Learning Problems,Proximal Backpropagation
3457c73e-7524-4516-a79d-74aaeb179013,Exploring the Application of Deep Learning for Supervised Learning Problems,DeepArchitect: Automatically Designing and Training Deep Architectures
20a6ee5a-aef2-4ffa-abeb-a9980ef70eb5,Fuzzy paraphrases in learning word representations with a lexicon,Comparison of Paragram and GloVe Results for Similarity Benchmarks
2f012df4-7196-41c0-a345-979874986843,Fuzzy paraphrases in learning word representations with a lexicon,Bi-Directional Block Self-Attention for Fast and Memory-Efficient Sequence Modeling
2fe18e81-d817-4833-8381-06922b6f5417,Fuzzy paraphrases in learning word representations with a lexicon,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation
bd472ba2-9c94-441e-834b-a64398cee4d1,Generative Adversarial Networks as Variational Training of Energy Based Models,MGAN: Training Generative Adversarial Nets with Multiple Generators
fdbbe07c-1930-4d2a-8d39-fe65e68a7822,Generative Adversarial Networks as Variational Training of Energy Based Models,Certifying Some Distributional Robustness with Principled Adversarial Training
62005544-f57a-4ddb-9b06-b393af2b9f89,Generative Adversarial Networks as Variational Training of Energy Based Models,Image Quality Assessment Techniques Improve Training and Evaluation of Energy-Based Generative Adversarial Networks
d664c1d8-5dfa-4640-bb6b-eb60f68f1b7e,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,A Hierarchical Model for Device Placement
08cf3977-40ee-4ade-afbc-7a617906a368,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,Not-So-Random Features
b81addb6-e211-481b-98b2-3f79614edd10,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,Quantitatively Evaluating GANs With Divergences Proposed for Training
54182d7c-41b3-498d-96e0-312532e8691f,Gradients of Counterfactuals,Online Learning Rate Adaptation with Hypergradient Descent
94866de5-3ed9-4f68-af6b-5068006c94a2,Gradients of Counterfactuals,Learn to Pay Attention
37706265-fa71-400c-98fa-0120cf561514,Gradients of Counterfactuals,DCN+: Mixed Objective And Deep Residual Coattention for Question Answering
3cc17d20-7cb4-4db8-bf6f-29cc17815158,Hadamard Product for Low-rank Bilinear Pooling,LSH Softmax: Sub-Linear Learning and Inference of the Softmax Layer in Deep Architectures
76e3b709-82fe-44a8-9f56-90ae501d81fd,Hadamard Product for Low-rank Bilinear Pooling,Tensor Contraction & Regression Networks
f814d442-70bc-4a90-908f-b1da80dd0ee0,Hadamard Product for Low-rank Bilinear Pooling,Alternating Multi-bit Quantization for Recurrent Neural Networks
4e7afdb2-a560-4002-a510-09d79f678bd8,Here's My Point: Argumentation Mining with Pointer Networks,Generative Models for Alignment and Data Efficiency in Language
257162dd-38a2-4654-8c9b-6a3477e66564,Here's My Point: Argumentation Mining with Pointer Networks,Learning Latent Permutations with Gumbel-Sinkhorn Networks
bf040def-4764-4fdb-8f0d-38f30ef35b6b,Here's My Point: Argumentation Mining with Pointer Networks,Graph Attention Networks
468768ee-df6a-4b58-97ba-46db4528033f,Hierarchical compositional feature learning,Predicting Floor-Level for 911 Calls with Neural Networks and Smartphone Sensor Data
313a2787-de29-4733-a0ad-69d252bbc9af,Hierarchical compositional feature learning,Counterfactual Image Networks
54c6655e-5ddc-4910-a93d-d5b023b74f95,Hierarchical compositional feature learning,Smooth Loss Functions for Deep Top-k Classification
5a67aaa9-e6c6-4fa6-8c1e-f919df3369a9,Improved Architectures for Computer Go,EXPLORING NEURAL ARCHITECTURE SEARCH FOR LANGUAGE TASKS
3336bf42-270b-4e96-b2c8-06d8b4e94389,Improved Architectures for Computer Go,Can Deep Reinforcement Learning solve Erdos-Selfridge-Spencer Games?
bd1e6d92-e8ac-436f-8edd-f8d7a115d828,Improved Architectures for Computer Go,On the Information Bottleneck Theory of Deep Learning
8c5226a5-1560-41af-b54d-f54aac3acc3c,Improving Invariance and Equivariance Properties of Convolutional Neural Networks,Generative Models of Visually Grounded Imagination
dfd7df4a-2636-4b1f-a9c3-b8ddff484158,Improving Invariance and Equivariance Properties of Convolutional Neural Networks,Learning Deep Mean Field Games for Modeling Large Population Behavior
f17a1843-e205-4322-9069-8f9a223634c8,Improving Invariance and Equivariance Properties of Convolutional Neural Networks,Tandem Blocks in Deep Convolutional Neural Networks
a52a7fc5-e2fb-4976-a8cb-00080e11da85,Improving Sampling from Generative Autoencoders with Markov Chains,The Variational Homoencoder: Learning to Infer High-Capacity Generative Models from Few Examples
6cba4743-24b5-49d7-beb0-cd841beb4f67,Improving Sampling from Generative Autoencoders with Markov Chains,Directing Generative Networks with Weighted Maximum Mean Discrepancy
c336a7c9-e3e4-49b9-a5fa-c5720e24186d,Improving Sampling from Generative Autoencoders with Markov Chains,Learning Efficient Tensor Representations with Ring Structure Networks
2dacdaa4-109d-420b-ba41-89b0abaffa04,Inductive Bias of Deep Convolutional Networks through Pooling Geometry,Parallelizing Linear Recurrent Neural Nets Over Sequence Length
8be07123-bd08-4935-a23f-b3d6d763b725,Inductive Bias of Deep Convolutional Networks through Pooling Geometry,Model compression via distillation and quantization
26e8dad6-9f2b-4887-8e62-1dba49c4f628,Inductive Bias of Deep Convolutional Networks through Pooling Geometry,Tandem Blocks in Deep Convolutional Neural Networks
e16f5680-f08b-43c2-a31e-9a24b664cfc6,Inverse Problems in Computer Vision using  Adversarial  Imagination Priors,Generalization of Learning using Reservoir Computing
6866ef74-4770-4f79-a25d-d9fc0bd7ec06,Inverse Problems in Computer Vision using  Adversarial  Imagination Priors,Counterfactual Image Networks
520026e0-997f-4ae9-a98d-dc300f0769a7,Inverse Problems in Computer Vision using  Adversarial  Imagination Priors,Counterfactual Image Networks
13e711bf-3af4-49e5-a3a7-249e3334073a,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,The Reactor: A fast and sample-efficient Actor-Critic agent for  Reinforcement Learning
509682b8-38b4-4b27-ba01-4accbb0e33c1,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,Learning Differentially Private Recurrent Language Models
3d0701f1-eaba-444f-a40e-284aaff69101,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,When is a Convolutional Filter Easy to Learn?
f64e7f88-754c-48aa-a9da-7c26b53e968e,Joint Multimodal Learning with Deep Generative Models,The Mutual Autoencoder: Controlling Information in Latent Code Representations
1cb37bc2-b7ae-471a-a648-f96db0836848,Joint Multimodal Learning with Deep Generative Models,Domain Adaptation for Deep Reinforcement Learning in Visually Distinct Games
19d83c57-1218-4324-b4a6-d2b203276ca7,Joint Multimodal Learning with Deep Generative Models,INTERPRETATION OF NEURAL NETWORK IS FRAGILE
bf4de371-332e-4b9b-8291-f0cc90d0926e,Learning Continuous Semantic Representations of Symbolic Expressions,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs
df75bf96-5275-4523-bc13-74b7c28748ac,Learning Continuous Semantic Representations of Symbolic Expressions,Neural Networks for irregularly observed continuous-time Stochastic Processes
83d17591-0bc8-48e5-b3c2-06583e13cf3f,Learning Continuous Semantic Representations of Symbolic Expressions,Neural Speed Reading via Skim-RNN
8fa018f0-73bf-4cd5-a97b-a4b44206492a,Learning Graphical State Transitions,Covariant Compositional Networks For Learning Graphs
4b40c91a-de6a-44af-9279-85dc4a17168f,Learning Graphical State Transitions,WHAT ARE GANS USEFUL FOR?
2ff1a565-71db-404d-84d0-8d96d645c429,Learning Graphical State Transitions,WHAT ARE GANS USEFUL FOR?
b58841b0-b227-4859-b934-b0f27a25acc4,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,Learning to Write by Learning the Objective
76fcd946-659f-4ee1-b79a-1907ef9dedb5,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,META LEARNING SHARED HIERARCHIES
6c1ae733-5a82-4eaa-9acb-4962f1c8ebc9,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,Overcoming the vanishing gradient problem in plain recurrent networks
44ff8af3-2c52-48aa-8fbc-0aa09f1208fd,Learning through Dialogue Interactions by Asking Questions,Accelerating Neural Architecture Search using Performance Prediction
0829a7e8-234a-4716-80c1-8f8b35f86ecf,Learning through Dialogue Interactions by Asking Questions,Reinforcement Learning Algorithm Selection
0c624bf8-a1ae-413e-a4a8-cda744833148,Learning through Dialogue Interactions by Asking Questions,Predicting Multiple Actions for Stochastic Continuous Control
f0be5df4-ab4c-46c4-aaba-39d9d2f9ee71,Learning to Compose Words into Sentences with Reinforcement Learning,A Deep Reinforced Model for Abstractive Summarization
d14f0eda-d497-4476-a641-68e0ad5ec158,Learning to Compose Words into Sentences with Reinforcement Learning,Time-Dependent Representation for Neural Event Sequence Prediction
8e79f928-34b8-4392-8e86-801e70360363,Learning to Compose Words into Sentences with Reinforcement Learning,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger
e765e84f-f1e1-4426-9a00-594ccbe889ee,Learning to Discover Sparse Graphical Models,Convolutional Sequence Modeling Revisited
3fc1fe99-1972-4d42-9505-5067084e5f05,Learning to Discover Sparse Graphical Models,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes
6794e237-b6cc-4109-85cf-a7f2ef78f13d,Learning to Discover Sparse Graphical Models,CAYLEYNETS: SPECTRAL GRAPH CNNS WITH COMPLEX RATIONAL FILTERS
2976b988-d62a-4095-83f4-39d6755d646a,Learning to Generate Samples from Noise through Infusion Training,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger
5fee4c69-ef6d-4798-8a3c-d2b69e609fa4,Learning to Generate Samples from Noise through Infusion Training,Make SVM great again with Siamese kernel for  few-shot learning
144a9f7a-f8de-4f13-bd7f-10313ae85abc,Learning to Generate Samples from Noise through Infusion Training,Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models
50137eb3-033f-4453-bd8f-5a7823cedffe,Learning to Perform Physics Experiments via Deep Reinforcement Learning,On the Generalization Effects of DenseNet Model Structures 
e58b6bb7-c56a-404b-9f64-8dd295e3ac45,Learning to Perform Physics Experiments via Deep Reinforcement Learning,Generalization of Learning using Reservoir Computing
47f0ae4b-e1ff-4dd0-be22-5e66c4cebd4d,Learning to Perform Physics Experiments via Deep Reinforcement Learning,Divide-and-Conquer Reinforcement Learning
a6a2102a-74dd-486c-b5db-060bf74f8932,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",Natural Language Inference over Interaction Space
61fd8088-314d-4c29-af02-0816b72cd8e3,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",Heterogeneous Bitwidth Binarization in Convolutional Neural Networks
768c06dd-9432-40a7-af78-3eb81891493e,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",Fraternal Dropout
fc18d311-3ebc-442f-a31f-87d775e296ed,Learning to superoptimize programs,Revisiting Knowledge Base Embedding as Tensor Decomposition
af94f166-75a1-4608-9101-2317d3a90421,Learning to superoptimize programs,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis
6386b7d8-07e3-444f-b7e8-9dc19be8dec3,Learning to superoptimize programs,Faster Reinforcement Learning with Expert State Sequences
866b3e2a-4304-47c0-a9f3-d6a26d134b4b,Leveraging Asynchronicity in Gradient Descent for Scalable Deep Learning,AMPNet: Asynchronous Model-Parallel Training for Dynamic Neural Networks
3eadc753-e914-46a2-be79-dba4cc27af04,Leveraging Asynchronicity in Gradient Descent for Scalable Deep Learning,Recurrent Neural Networks with Top-k Gains for Session-based Recommendations
6e935aad-88db-4a03-9efe-f36c4266e20b,Leveraging Asynchronicity in Gradient Descent for Scalable Deep Learning,Real-valued (Medical) Time Series Generation with Recurrent Conditional GANs
d4526410-c1ff-4991-9803-4f812c434a57,Local minima in training of deep networks,Avoiding degradation in deep feed-forward networks by phasing out skip-connections
51878050-baee-468c-b389-c077f2e8810d,Local minima in training of deep networks,Understanding Local Minima in Neural Networks by Loss Surface Decomposition
5091c952-c908-4159-a474-d272670b83f7,Local minima in training of deep networks,Kernel Implicit Variational Inference
aaa8fdc7-df68-4176-a867-b1116efad26f,Making Neural Programming Architectures Generalize via Recursion,SEARNN: Training RNNs with global-local losses
24d6ca84-390d-4908-81c8-fa3937a440ba,Making Neural Programming Architectures Generalize via Recursion,An image representation based convolutional network for DNA classification
0f9621ce-474a-4508-be10-11febd5f38e1,Making Neural Programming Architectures Generalize via Recursion,Classification and Disease Localization in Histopathology Using Only Global Labels: A Weakly-Supervised Approach
fc85e60d-e916-4b50-b1cf-994f20a34998,Making Stochastic Neural Networks from Deterministic Ones,WSNet: Learning Compact and Efficient Networks with Weight Sampling
f5a0f556-67be-4100-941e-de2127ce2a1c,Making Stochastic Neural Networks from Deterministic Ones,Dynamic Evaluation of Neural Sequence Models
82c53deb-2381-4945-8fcd-8d7e3e206e07,Making Stochastic Neural Networks from Deterministic Ones,Adaptive Quantization of Neural Networks
b3dbfce2-b4bc-4f15-add3-89ac644f8283,Memory-augmented Attention Modelling for Videos,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration
3fc05048-727e-47ab-93cb-55f2111c3b7f,Memory-augmented Attention Modelling for Videos,Learn to Pay Attention
4e5ac2d2-0a74-40ff-856b-340d89e3ec9c,Memory-augmented Attention Modelling for Videos,Compositional Attention Networks for Machine Reasoning
e2724c25-1cbf-485a-88d4-5172ec512700,Mode Regularized Generative Adversarial Networks,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN
bbc6b70d-5a5d-4f3a-8112-03bbb929d843,Mode Regularized Generative Adversarial Networks,Boundary Seeking GANs
